mode,io_threads,block_size,dataset_size,ranks,compute_time,read_size,raw_read_time,metadata_time,raw_read_rate,observed_read_rate
CPU,8,4194304,10GB,8,4s,"10.000 GB",6.707,0.208,"1.490 GB/s ","1.442 GB/s"
CPU,8,4194304,20GB,8,4s,"20.000 GB",13.340,0.033,"1.499 GB/s ","1.494 GB/s"
CPU,16,65536,1GB,16,4s,"1.000 GB",3.649,0.248,"280.623 MB/s ","255.862 MB/s"
CPU,16,65536,5GB,16,4s,"5.000 GB",5.516,0.668,"928.219 MB/s ","814.771 MB/s"
CPU,16,65536,10GB,16,4s,"10.000 GB",7.696,0.420,"1.299 GB/s ","1.217 GB/s"
CPU,16,65536,20GB,16,4s,"20.000 GB",10.868,0.308,"1.840 GB/s ","1.767 GB/s"
CPU,16,131072,1GB,16,4s,"1.000 GB",4.104,0.396,"249.526 MB/s ","219.681 MB/s"
CPU,16,131072,5GB,16,4s,"5.000 GB",5.748,0.551,"890.755 MB/s ","792.572 MB/s"
CPU,16,131072,10GB,16,4s,"10.000 GB",7.236,0.507,"1.382 GB/s ","1.262 GB/s"
CPU,16,131072,20GB,16,4s,"20.000 GB",11.744,0.596,"1.702 GB/s ","1.604 GB/s"
CPU,16,262144,1GB,16,4s,"1.000 GB",3.686,0.326,"277.838 MB/s ","247.343 MB/s"
CPU,16,262144,5GB,16,4s,"5.000 GB",5.116,0.363,"1000.796 MB/s ","905.878 MB/s"
CPU,16,262144,10GB,16,4s,"10.000 GB",7.384,0.464,"1.354 GB/s ","1.258 GB/s"
CPU,16,262144,20GB,16,4s,"20.000 GB",10.908,0.400,"1.833 GB/s ","1.748 GB/s"
CPU,16,524288,1GB,16,4s,"1.000 GB",4.623,0.161,"221.487 MB/s ","207.192 MB/s"
CPU,16,524288,5GB,16,4s,"5.000 GB",5.420,0.363,"944.636 MB/s ","864.244 MB/s"
CPU,16,524288,10GB,16,4s,"10.000 GB",7.252,0.320,"1.379 GB/s ","1.294 GB/s"
CPU,16,524288,20GB,16,4s,"20.000 GB",11.420,0.280,"1.751 GB/s ","1.688 GB/s"
CPU,16,1048576,1GB,16,4s,"1.000 GB",4.180,0.448,"244.971 MB/s ","215.127 MB/s"
CPU,16,1048576,5GB,16,4s,"5.000 GB",6.040,0.240,"847.720 MB/s ","796.027 MB/s"
CPU,16,1048576,10GB,16,4s,"10.000 GB",7.564,0.464,"1.321 GB/s ","1.225 GB/s"
CPU,16,1048576,20GB,16,4s,"20.000 GB",11.616,0.440,"1.722 GB/s ","1.635 GB/s"
CPU,16,2097152,1GB,16,4s,"1.000 GB",3.508,0.492,"291.922 MB/s ","247.583 MB/s"
CPU,16,2097152,5GB,16,4s,"5.000 GB",6.167,0.424,"830.167 MB/s ","761.901 MB/s"
CPU,16,2097152,10GB,16,4s,"10.000 GB",8.074,0.422,"1.238 GB/s ","1.158 GB/s"
CPU,16,2097152,20GB,16,4s,"20.000 GB",11.236,0.464,"1.779 GB/s ","1.688 GB/s"
CPU,16,4194304,1GB,16,4s,"1.000 GB",3.604,0.539,"284.130 MB/s ","238.913 MB/s"
CPU,16,4194304,5GB,16,4s,"5.000 GB",5.148,0.464,"994.569 MB/s ","887.046 MB/s"
CPU,16,4194304,10GB,16,4s,"10.000 GB",7.580,0.520,"1.318 GB/s ","1.209 GB/s"
CPU,16,4194304,20GB,16,4s,"20.000 GB",10.684,0.229,"1.871 GB/s ","1.809 GB/s"
